route_id,stop_order,stop_id,stop_name,lat,lng
af900fbf-8d7b-4f7c-b8bd-d0fe1453bc19,24,6eb4b1a7-82ac-43ae-92ed-422f44b5a79c,Morewood Gardens Turn-around,40.445417,-79.942778
07c26a10-420f-4324-8f36-c91bc1630e9f,0,ea8d68f1-43fe-4539-9b7b-91a5e173abe3,300 South Craig,40.4455656392511,-79.9488756144305
07c26a10-420f-4324-8f36-c91bc1630e9f,1,cdffdfa9-0a56-4bd8-a3f6-a5d67d74c901,CIC at Bike Lane Sign,40.444563,-79.946008
07c26a10-420f-4324-8f36-c91bc1630e9f,2,cc2eb61a-f787-484e-af8f-328d7920ba0d,Fifth Ave. at Wilkins Ave.,40.447917,-79.936889
07c26a10-420f-4324-8f36-c91bc1630e9f,3,b953e313-52af-41ea-97cc-4f6b3f37614b,Fifth Ave. at S. Aiken Ave.,40.448402,-79.934211
07c26a10-420f-4324-8f36-c91bc1630e9f,4,84e3df51-1618-4430-9723-e7a58b9532bf,Fifth Ave. at Bellefonte St.,40.448918,-79.932547
07c26a10-420f-4324-8f36-c91bc1630e9f,5,da8b446b-4f2f-4789-913a-f8121c569fd1,S. Negley Ave. at Fifth Ave.,40.449827,-79.929649
07c26a10-420f-4324-8f36-c91bc1630e9f,6,11c1d4dd-7b51-4d61-b6b2-d591ff6ee592,Fifth Ave. at Maryland Ave.,40.45051,-79.927503
07c26a10-420f-4324-8f36-c91bc1630e9f,7,5e91626f-13ea-4af1-a4de-f3e56109a7e0,Fifth Ave. at College Ave.,40.451209,-79.925795
07c26a10-420f-4324-8f36-c91bc1630e9f,8,a1e0a969-63dd-407e-b114-68aa4eaffaeb,Fifth Ave. at S. Highland St,40.451935,-79.923988
07c26a10-420f-4324-8f36-c91bc1630e9f,9,5f0d5837-0646-4ca2-be83-1bf5b010ba8a,Fifth Ave. at Emerson St.,40.452576,-79.922369
07c26a10-420f-4324-8f36-c91bc1630e9f,10,e63b13e4-ab7f-4d83-bab7-1414c0f600c1,Shady Ave. at Fifth Ave.,40.452806,-79.920778
07c26a10-420f-4324-8f36-c91bc1630e9f,11,f1d04a03-ab28-4ad3-bfe3-4af2b1ad0ca9,Fifth Ave. at Beechwood Blvd.,40.4535,-79.915583
07c26a10-420f-4324-8f36-c91bc1630e9f,12,4830c68a-c279-438b-8a6f-79443f5202fb,Google at Bakery Square,40.457426,-79.916439
07c26a10-420f-4324-8f36-c91bc1630e9f,13,8810fd5d-2658-4fb8-b54f-3746373393c0,Penn Ave. at The Village of Eastside,40.458222,-79.918389
07c26a10-420f-4324-8f36-c91bc1630e9f,14,17b59b43-c876-4d9c-b1ef-1e14cafee8eb,Shady Ave. at Ellsworth Ave.,40.459306,-79.921944
07c26a10-420f-4324-8f36-c91bc1630e9f,15,f7266b0c-8075-4622-a26c-86f58382a258,Shady Ave. at Alder St.,40.4567947795,-79.9224587821
07c26a10-420f-4324-8f36-c91bc1630e9f,16,076c69a1-d116-4350-991f-e18676b95b43,Shady Ave. at Walnut St.,40.4559685985748,-79.9226558313223
07c26a10-420f-4324-8f36-c91bc1630e9f,17,64aa846f-36fb-446d-99c4-cd33e19583de,Shady Ave. at Howe St.,40.454534,-79.92173
07c26a10-420f-4324-8f36-c91bc1630e9f,18,f32c4dc4-4df2-457f-9b7a-240aa8a48667,Fifth Ave. at Shady Ave.,40.452885,-79.920715
07c26a10-420f-4324-8f36-c91bc1630e9f,26,6eb4b1a7-82ac-43ae-92ed-422f44b5a79c,Morewood Gardens Turn-around,40.445417,-79.942778
07c26a10-420f-4324-8f36-c91bc1630e9f,27,82712690-72cb-4cad-ae6b-f2697bd8105f,Forbes Ave. at Tepper Building Traffic Light,40.444667,-79.944806
a9e22e1e-a366-4fe4-973c-871eb78e2349,0,4cfa4ecc-863c-4861-8ca5-5cc55c0d011a,Cohon University Center (Forbes Ave.),40.4443727506843,-79.941604938795
a9e22e1e-a366-4fe4-973c-871eb78e2349,1,162184f7-d4d4-46eb-bab5-16ef256060cd,Donnor House Stop Sign,40.441611,-79.940222
a9e22e1e-a366-4fe4-973c-871eb78e2349,2,f76699d8-bd84-4596-a9f5-5a6f99a5d38f,Tech St. at Frew St. Stop Sign,40.440611,-79.942139
a9e22e1e-a366-4fe4-973c-871eb78e2349,3,293b115e-8312-4b6d-813d-3107e2bd5088,Hobart St. at Beacon St.,40.432056,-79.934889
a9e22e1e-a366-4fe4-973c-871eb78e2349,4,5b987b93-0691-41b9-9e87-36e406da9965,Hobart St. at Wendover St. Speed Limit Sign,40.432417,-79.928972
a9e22e1e-a366-4fe4-973c-871eb78e2349,5,93eecf71-8902-45bb-8574-cd88e9be46a5,Hobart St. at Wightman St. Traffic Light,40.432528,-79.927722
a9e22e1e-a366-4fe4-973c-871eb78e2349,6,1ba94b5e-7f96-4ac3-84f2-1439cc813020,Wightman St. at Phillips Ave. Traffic Light,40.431111,-79.927556
a9e22e1e-a366-4fe4-973c-871eb78e2349,7,c9fedac0-891d-4f79-8832-32f659037303,Wightman St. at Pocusset St. Stop Sign,40.429417,-79.9275
a9e22e1e-a366-4fe4-973c-871eb78e2349,8,5e3cdb73-d1a4-483d-a64b-3c46584afcfd,Pocusset St. (before Murray),40.4296131678,-79.9243010199
a9e22e1e-a366-4fe4-973c-871eb78e2349,9,69ae51f5-167c-4830-82c1-6bd82b452f74,Forward Ave. at Shady Ave. Traffic Light,40.429167,-79.921389
a9e22e1e-a366-4fe4-973c-871eb78e2349,10,5d916409-34d7-4b2d-9c39-c6dfefc4a874,Forward Ave. at Tilbury Ave. Traffic Light,40.428444,-79.918722
a9e22e1e-a366-4fe4-973c-871eb78e2349,11,f400ac3c-6812-41c5-a8f5-2f55b07701aa,Tilbury Ave. at Nicholson St.,40.430278,-79.91775
a9e22e1e-a366-4fe4-973c-871eb78e2349,12,e5294a1d-42bd-4380-8266-be69b1c25e26,Tilbury Ave. at Crombie St.,40.430944,-79.917833
a9e22e1e-a366-4fe4-973c-871eb78e2349,13,dbe3b53a-3cd2-441a-90a5-d9e0505c306c,Tilbury Ave. at Waldron St.,40.431611,-79.918
a9e22e1e-a366-4fe4-973c-871eb78e2349,14,efbbeb3b-4c2f-4818-a7f4-0a62c557f182,Shady Ave. at Douglas St.,40.433472,-79.918444
a9e22e1e-a366-4fe4-973c-871eb78e2349,15,6bd5a0dd-4457-430b-9771-e3ecbcff2dc8,Shady Ave. at Hobart St.,40.434306,-79.918667
a9e22e1e-a366-4fe4-973c-871eb78e2349,16,b6d07d2c-403f-4ebd-9b9f-28f3e738b41f,Shady Ave. at Beacon St.,40.435222,-79.918889
a9e22e1e-a366-4fe4-973c-871eb78e2349,17,86f9c31a-0e0e-497c-8c53-5ac9a5171d13,Beacon St. at Mulhatton St.,40.4347511634,-79.916472
a9e22e1e-a366-4fe4-973c-871eb78e2349,18,73c6f96f-576e-4657-bd54-077d8e5cfa04,Beacon St. at Darlington Rd.,40.436139,-79.913583
a9e22e1e-a366-4fe4-973c-871eb78e2349,19,4c9afd4d-30e2-49bf-acd7-5c98b7574b31,Beacon St. at Beechwood Blvd.,40.437472,-79.913583
a9e22e1e-a366-4fe4-973c-871eb78e2349,20,776ba4cf-ab06-408e-ae6f-a3bb435333ae,Beechwood Blvd. at Forbes Ave. Traffic Light,40.437972,-79.916028
a9e22e1e-a366-4fe4-973c-871eb78e2349,21,69fa38e7-3d30-4367-a97e-1eed2ab8c1bd,Forbes Ave. at Denniston St.,40.438111,-79.917611
a9e22e1e-a366-4fe4-973c-871eb78e2349,22,18620fc7-8f85-423b-8010-4bde6091a916,Forbes Ave. at Shady Ave. Traffic Light,40.438111,-79.919194
